               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 328,            0.030871,           0.0088002,           0.0039904,             0.88851,             0.60721,             0.66017,             0.35788,            0.036425,           0.0077238,           0.0078085,           0.0059637,           0.0059637,           0.0059637
                 329,            0.030067,           0.0091183,           0.0037104,             0.87795,             0.62355,             0.66179,             0.35822,            0.036196,           0.0078284,           0.0075919,           0.0059436,           0.0059436,           0.0059436
                 330,            0.030027,           0.0085154,            0.003754,              0.8992,             0.60802,             0.66292,             0.36125,            0.036165,           0.0078109,           0.0074397,           0.0059235,           0.0059235,           0.0059235
                 331,            0.030492,           0.0087321,           0.0036096,             0.91681,             0.59586,             0.66216,             0.36003,            0.036037,           0.0077527,           0.0075884,           0.0059034,           0.0059034,           0.0059034
                 332,            0.029724,           0.0085675,           0.0037262,             0.91746,             0.59257,              0.6619,             0.36058,            0.036178,           0.0076814,           0.0079782,           0.0058833,           0.0058833,           0.0058833
                 333,            0.030475,            0.008914,           0.0046332,             0.90737,             0.61155,             0.66321,             0.36097,            0.035943,           0.0076886,           0.0078179,           0.0058631,           0.0058631,           0.0058631
                 334,            0.030318,            0.008556,           0.0038443,              0.8923,             0.62601,             0.66629,             0.36344,            0.035831,           0.0076839,           0.0078247,            0.005843,            0.005843,            0.005843
                 335,            0.030346,           0.0089326,           0.0035316,             0.88264,             0.62762,              0.6634,              0.3603,             0.03597,           0.0076882,           0.0080247,           0.0058229,           0.0058229,           0.0058229
                 336,            0.029635,           0.0088157,           0.0035134,             0.90643,             0.61344,             0.66589,             0.35969,            0.036004,           0.0076856,           0.0076411,           0.0058027,           0.0058027,           0.0058027
                 337,            0.030455,           0.0087646,            0.003603,             0.90668,             0.61531,             0.66303,             0.35837,            0.036005,           0.0076353,           0.0076121,           0.0057826,           0.0057826,           0.0057826
                 338,            0.029847,           0.0086344,           0.0032499,             0.88289,             0.64055,             0.67211,             0.36031,            0.035831,           0.0076599,           0.0079763,           0.0057624,           0.0057624,           0.0057624
                 339,            0.029839,           0.0089554,           0.0032806,             0.91047,             0.62299,             0.67494,             0.36011,            0.035721,           0.0076303,           0.0082114,           0.0057422,           0.0057422,           0.0057422
                 340,             0.02991,           0.0086434,           0.0030396,             0.88666,             0.63722,             0.67101,             0.35918,            0.035936,           0.0076376,           0.0086497,           0.0057221,           0.0057221,           0.0057221
                 341,            0.029453,           0.0084577,           0.0038604,             0.89042,              0.6244,              0.6668,             0.36013,            0.036037,            0.007683,           0.0091107,           0.0057019,           0.0057019,           0.0057019
                 342,            0.029405,            0.008671,           0.0033153,             0.88116,             0.63601,              0.6699,             0.36159,            0.036064,            0.007687,           0.0086828,           0.0056817,           0.0056817,           0.0056817
                 343,            0.029464,           0.0083297,           0.0035473,             0.87409,             0.63346,             0.66862,             0.36164,            0.036344,            0.007636,           0.0085207,           0.0056615,           0.0056615,           0.0056615
                 344,            0.029912,           0.0087393,           0.0035537,             0.90269,              0.6132,              0.6679,             0.35974,            0.036257,           0.0075893,           0.0084606,           0.0056413,           0.0056413,           0.0056413
                 345,            0.029439,           0.0091851,            0.003317,             0.90523,             0.61485,              0.6669,             0.35938,            0.036549,           0.0076156,           0.0087995,           0.0056212,           0.0056212,           0.0056212
                 346,            0.028859,           0.0082961,           0.0029348,             0.92182,             0.60554,             0.66713,             0.35854,            0.036534,           0.0077017,           0.0089945,            0.005601,            0.005601,            0.005601
                 347,            0.029492,           0.0087472,           0.0033426,             0.92467,             0.60235,             0.66485,             0.36064,            0.036453,           0.0077722,           0.0087119,           0.0055808,           0.0055808,           0.0055808
                 348,            0.029717,           0.0082197,           0.0035496,             0.93068,             0.60161,             0.66938,             0.36069,            0.036334,           0.0077963,           0.0081458,           0.0055606,           0.0055606,           0.0055606
                 349,            0.029816,           0.0086236,           0.0035339,             0.90498,             0.62158,             0.66593,             0.35998,            0.036078,           0.0077697,            0.007721,           0.0055404,           0.0055404,           0.0055404
                 350,             0.03043,           0.0088114,           0.0036134,             0.91135,             0.60245,             0.66447,              0.3575,            0.036139,           0.0076705,           0.0078886,           0.0055202,           0.0055202,           0.0055202
                 351,            0.029655,           0.0086102,           0.0039398,             0.86892,             0.62781,             0.66095,             0.35948,            0.036238,           0.0076382,           0.0075715,              0.0055,              0.0055,              0.0055
                 352,            0.029665,           0.0088787,           0.0035095,             0.92425,             0.59517,             0.66525,             0.36197,            0.036175,           0.0076371,           0.0080323,           0.0054798,           0.0054798,           0.0054798
                 353,             0.02904,           0.0084956,            0.003138,             0.91795,             0.59835,              0.6667,             0.36247,            0.036028,            0.007575,           0.0080996,           0.0054596,           0.0054596,           0.0054596
                 354,            0.028843,           0.0082425,           0.0033157,             0.88342,             0.61849,             0.66747,             0.36344,            0.035977,            0.007591,            0.008154,           0.0054394,           0.0054394,           0.0054394
                 355,            0.029245,           0.0085825,           0.0031167,             0.87209,              0.6283,             0.66597,             0.35942,            0.035926,           0.0075833,           0.0081278,           0.0054192,           0.0054192,           0.0054192
                 356,            0.028391,           0.0083819,           0.0035464,             0.91606,             0.60125,             0.66922,             0.36531,            0.035899,           0.0076112,           0.0081494,            0.005399,            0.005399,            0.005399
                 357,            0.028766,            0.008147,            0.003565,             0.89724,             0.62439,             0.67162,             0.36549,            0.035866,           0.0076177,           0.0080941,           0.0053788,           0.0053788,           0.0053788
                 358,            0.028703,           0.0081151,            0.003633,             0.90399,             0.61932,             0.67113,             0.36206,            0.036063,           0.0076849,           0.0077763,           0.0053587,           0.0053587,           0.0053587
                 359,            0.029096,           0.0081735,           0.0031683,              0.8911,             0.63759,             0.67037,             0.36307,            0.035986,           0.0076357,           0.0077659,           0.0053385,           0.0053385,           0.0053385
                 360,            0.029754,           0.0084527,           0.0034775,             0.90423,             0.63107,             0.67226,             0.36255,            0.036043,           0.0076432,           0.0074492,           0.0053183,           0.0053183,           0.0053183
                 361,            0.029053,           0.0089423,           0.0032755,             0.91298,             0.62163,             0.67012,             0.36443,            0.036045,           0.0076128,            0.007411,           0.0052981,           0.0052981,           0.0052981
                 362,            0.029505,           0.0087542,           0.0030839,             0.91524,             0.62286,             0.67388,             0.36206,            0.036188,           0.0076736,            0.007606,           0.0052779,           0.0052779,           0.0052779
                 363,            0.028381,           0.0081302,           0.0030728,             0.89492,             0.62639,             0.66912,             0.36266,            0.036117,           0.0076402,           0.0078592,           0.0052578,           0.0052578,           0.0052578
                 364,            0.029179,           0.0082342,           0.0031955,             0.91293,             0.62202,             0.67278,             0.36331,            0.036094,           0.0076243,            0.007679,           0.0052376,           0.0052376,           0.0052376
                 365,            0.028782,           0.0085105,           0.0033234,              0.8941,             0.63436,             0.67432,             0.36245,            0.036109,            0.007616,           0.0078011,           0.0052174,           0.0052174,           0.0052174
                 366,             0.02815,           0.0082576,           0.0030467,             0.89403,             0.62134,             0.66894,             0.36218,            0.036179,           0.0077355,           0.0080494,           0.0051973,           0.0051973,           0.0051973
                 367,            0.027959,           0.0082639,           0.0029378,             0.89174,             0.62582,             0.67016,             0.35845,            0.036166,           0.0077308,           0.0079669,           0.0051771,           0.0051771,           0.0051771
                 368,            0.028332,            0.007899,           0.0031992,             0.89272,             0.62039,             0.67109,              0.3618,            0.036179,           0.0077293,           0.0079259,            0.005157,            0.005157,            0.005157
                 369,            0.028762,           0.0083312,           0.0033999,             0.89965,             0.62942,               0.677,             0.36233,            0.035949,           0.0076884,           0.0079469,           0.0051369,           0.0051369,           0.0051369
                 370,            0.027488,           0.0079628,           0.0030776,             0.89952,             0.61191,             0.66633,             0.36214,            0.035953,           0.0076734,           0.0083367,           0.0051167,           0.0051167,           0.0051167
                 371,            0.028428,           0.0083606,           0.0031512,             0.89756,             0.60892,             0.66259,             0.36251,            0.035829,           0.0077073,           0.0084528,           0.0050966,           0.0050966,           0.0050966
                 372,            0.028578,            0.008487,           0.0034393,             0.89647,             0.60936,             0.66218,              0.3568,            0.035764,           0.0076637,           0.0087372,           0.0050765,           0.0050765,           0.0050765
                 373,            0.028595,           0.0087688,           0.0034375,             0.88989,             0.60909,             0.66315,             0.36137,             0.03594,           0.0077232,           0.0089073,           0.0050564,           0.0050564,           0.0050564
                 374,            0.028792,           0.0086197,           0.0033394,             0.89939,             0.60624,             0.65937,             0.35911,            0.035931,           0.0077044,             0.00825,           0.0050363,           0.0050363,           0.0050363
                 375,            0.028444,           0.0081183,           0.0030943,             0.88886,             0.62337,             0.66613,             0.36142,            0.035985,           0.0076787,           0.0079708,           0.0050162,           0.0050162,           0.0050162
                 376,            0.028095,           0.0083782,           0.0036912,             0.88379,             0.61446,             0.65853,             0.36006,            0.035988,           0.0077531,           0.0081251,           0.0049962,           0.0049962,           0.0049962
                 377,            0.028415,           0.0083141,           0.0030944,             0.90522,             0.59693,             0.66202,             0.35974,            0.035993,            0.007785,           0.0080044,           0.0049761,           0.0049761,           0.0049761
                 378,            0.028425,           0.0086243,           0.0033483,             0.91806,               0.593,             0.66155,             0.36081,            0.035947,           0.0077631,           0.0081198,            0.004956,            0.004956,            0.004956
                 379,            0.028413,           0.0083768,           0.0033195,             0.89637,             0.60929,             0.65996,             0.36254,            0.036062,           0.0077504,           0.0080348,            0.004936,            0.004936,            0.004936
                 380,             0.02839,           0.0080058,           0.0031625,             0.89204,             0.60772,              0.6596,              0.3616,            0.036032,           0.0077128,           0.0080721,            0.004916,            0.004916,            0.004916
                 381,            0.028768,            0.008551,           0.0035783,             0.89941,             0.60272,             0.66178,              0.3616,            0.036135,           0.0077235,           0.0082442,            0.004896,            0.004896,            0.004896
                 382,             0.02816,           0.0085089,           0.0031375,             0.91294,             0.59364,              0.6608,             0.36219,            0.036047,           0.0076636,           0.0083796,           0.0048759,           0.0048759,           0.0048759
                 383,             0.02761,           0.0081482,           0.0028519,             0.87646,             0.62518,             0.65976,             0.36298,            0.035851,           0.0076188,           0.0083534,           0.0048559,           0.0048559,           0.0048559
                 384,            0.028337,           0.0081694,           0.0032828,             0.90249,             0.60821,              0.6603,             0.36133,            0.035703,           0.0075553,           0.0085545,            0.004836,            0.004836,            0.004836
                 385,            0.028023,           0.0085889,           0.0031365,             0.91068,             0.59487,              0.6603,              0.3639,            0.035675,            0.007559,           0.0089067,            0.004816,            0.004816,            0.004816
                 386,            0.028304,           0.0084822,           0.0030505,             0.89998,             0.60449,             0.66178,             0.36301,             0.03582,            0.007572,           0.0088074,            0.004796,            0.004796,            0.004796
                 387,            0.028075,           0.0084847,           0.0034037,             0.91378,             0.60433,             0.66047,             0.36204,            0.036019,           0.0076117,           0.0091017,           0.0047761,           0.0047761,           0.0047761
                 388,            0.027506,           0.0079751,           0.0029696,             0.89944,             0.62375,              0.6665,             0.36282,            0.036051,           0.0076491,           0.0090129,           0.0047562,           0.0047562,           0.0047562
                 389,             0.02771,           0.0084257,           0.0032796,             0.89064,             0.62486,             0.66268,             0.36588,            0.035834,           0.0076369,           0.0089953,           0.0047363,           0.0047363,           0.0047363
                 390,            0.028033,           0.0082159,           0.0029454,             0.90254,             0.61651,             0.66468,             0.36689,            0.035908,            0.007596,           0.0086535,           0.0047164,           0.0047164,           0.0047164
                 391,              0.0282,           0.0083641,           0.0031996,             0.89361,             0.61812,             0.66193,             0.36402,            0.035974,           0.0075942,           0.0086227,           0.0046965,           0.0046965,           0.0046965
                 392,            0.027838,           0.0080542,            0.002842,             0.89989,             0.60341,             0.65924,             0.36222,            0.036012,           0.0075984,           0.0086912,           0.0046766,           0.0046766,           0.0046766
                 393,             0.02861,           0.0081863,           0.0031827,             0.88265,             0.61461,             0.66048,             0.36309,            0.035939,           0.0075952,            0.009124,           0.0046568,           0.0046568,           0.0046568
                 394,            0.027583,           0.0079241,           0.0032076,             0.89377,             0.61227,             0.66718,             0.36552,            0.035828,           0.0075783,           0.0086249,            0.004637,            0.004637,            0.004637
                 395,            0.027275,           0.0077515,            0.003117,             0.86087,               0.627,             0.66244,             0.36479,            0.035721,           0.0075916,           0.0088199,           0.0046171,           0.0046171,           0.0046171
                 396,            0.027543,           0.0075923,           0.0032845,             0.88796,             0.61194,             0.66593,             0.36615,            0.035753,           0.0076217,           0.0087438,           0.0045973,           0.0045973,           0.0045973
                 397,            0.027697,           0.0081574,           0.0029085,             0.89998,               0.588,             0.65758,             0.36436,            0.035656,           0.0076494,           0.0089648,           0.0045776,           0.0045776,           0.0045776
                 398,            0.027662,           0.0082816,           0.0032032,             0.87835,             0.61407,             0.66018,             0.36452,            0.035567,           0.0075842,            0.008944,           0.0045578,           0.0045578,           0.0045578
                 399,              0.0271,           0.0078734,           0.0028715,             0.88387,             0.61317,             0.66395,             0.36458,            0.035646,           0.0075878,           0.0089178,           0.0045381,           0.0045381,           0.0045381
                 400,            0.027431,           0.0082777,           0.0029987,             0.91226,             0.59789,             0.66708,             0.36492,            0.035635,           0.0076109,           0.0087742,           0.0045184,           0.0045184,           0.0045184
                 401,            0.027029,           0.0080671,            0.002991,             0.88939,             0.61032,             0.66333,              0.3653,            0.035672,           0.0076051,           0.0091313,           0.0044987,           0.0044987,           0.0044987
                 402,            0.027211,           0.0084235,           0.0027926,             0.91496,              0.6024,             0.67022,              0.3681,            0.035533,           0.0076212,           0.0089528,            0.004479,            0.004479,            0.004479
                 403,            0.026991,           0.0079613,           0.0029727,             0.91615,             0.60058,             0.66902,             0.36797,            0.035565,           0.0076325,           0.0087817,           0.0044593,           0.0044593,           0.0044593
                 404,            0.027685,           0.0084576,           0.0031127,             0.89334,             0.62723,             0.67631,             0.36594,            0.035509,           0.0075852,           0.0086916,           0.0044397,           0.0044397,           0.0044397
                 405,            0.027059,           0.0078151,           0.0034327,             0.90595,             0.61691,             0.67338,             0.36762,            0.035449,           0.0075488,           0.0085103,           0.0044201,           0.0044201,           0.0044201
                 406,             0.02673,           0.0080357,           0.0029894,             0.91644,             0.60414,             0.67386,             0.36748,            0.035546,           0.0076113,           0.0088209,           0.0044005,           0.0044005,           0.0044005
                 407,            0.027718,           0.0086207,           0.0032141,             0.91326,             0.59958,             0.66857,             0.36639,            0.035551,           0.0076059,           0.0088735,           0.0043809,           0.0043809,           0.0043809
                 408,            0.027448,           0.0082082,           0.0031294,             0.90963,             0.60211,             0.67202,             0.36729,            0.035474,           0.0075876,           0.0089646,           0.0043613,           0.0043613,           0.0043613
                 409,            0.027452,           0.0083009,           0.0030929,             0.89911,             0.61197,             0.66871,             0.36603,            0.035536,           0.0076553,           0.0092028,           0.0043418,           0.0043418,           0.0043418
                 410,            0.027426,           0.0078454,           0.0034529,             0.90827,             0.61159,             0.67109,             0.36663,            0.035487,           0.0076715,           0.0093257,           0.0043223,           0.0043223,           0.0043223
                 411,            0.027573,            0.008097,           0.0029198,              0.8965,             0.61394,             0.66887,             0.36704,            0.035563,           0.0076636,           0.0094401,           0.0043028,           0.0043028,           0.0043028
                 412,            0.026577,           0.0080392,           0.0025447,             0.88128,             0.62093,             0.66912,             0.36779,            0.035536,           0.0076439,            0.009166,           0.0042834,           0.0042834,           0.0042834
                 413,            0.027225,           0.0079659,           0.0031248,             0.88893,             0.62186,             0.66937,             0.36613,            0.035602,           0.0076683,           0.0088184,           0.0042639,           0.0042639,           0.0042639
                 414,            0.026478,           0.0076485,           0.0029781,             0.90869,             0.60703,             0.66776,             0.36662,            0.035631,           0.0077108,           0.0087701,           0.0042445,           0.0042445,           0.0042445
                 415,            0.026857,           0.0082071,           0.0026824,             0.88543,             0.61757,              0.6645,             0.36615,            0.035592,           0.0077006,           0.0086966,           0.0042252,           0.0042252,           0.0042252
                 416,             0.02722,            0.007931,           0.0028794,             0.90731,             0.60432,             0.66677,             0.36804,            0.035513,           0.0077418,           0.0085992,           0.0042058,           0.0042058,           0.0042058
                 417,            0.026527,            0.008069,           0.0027982,             0.91709,             0.60455,             0.66738,             0.36766,            0.035474,           0.0076924,           0.0081369,           0.0041865,           0.0041865,           0.0041865
                 418,            0.026325,           0.0077955,            0.002841,              0.9152,             0.60834,             0.66837,             0.37068,             0.03551,           0.0077406,           0.0081495,           0.0041672,           0.0041672,           0.0041672
                 419,            0.026845,           0.0075324,           0.0029292,             0.92931,             0.59765,             0.66759,              0.3717,            0.035438,            0.007713,           0.0082632,           0.0041479,           0.0041479,           0.0041479
                 420,            0.026126,           0.0075223,           0.0028787,             0.92645,             0.59665,              0.6686,             0.37202,            0.035437,           0.0076654,           0.0084874,           0.0041286,           0.0041286,           0.0041286
                 421,            0.027267,           0.0079376,           0.0029706,             0.92118,             0.60124,             0.66828,              0.3696,            0.035381,            0.007619,           0.0086109,           0.0041094,           0.0041094,           0.0041094
                 422,            0.026535,           0.0079639,           0.0029324,             0.90131,             0.61944,             0.67033,             0.36923,            0.035404,           0.0076193,           0.0087511,           0.0040902,           0.0040902,           0.0040902
                 423,            0.026753,           0.0077838,           0.0029675,             0.90188,              0.6219,             0.67255,             0.37021,            0.035389,           0.0076404,           0.0088587,           0.0040711,           0.0040711,           0.0040711
                 424,            0.026248,           0.0078211,           0.0028502,             0.90146,             0.61893,             0.67318,              0.3672,            0.035404,           0.0076564,           0.0090604,           0.0040519,           0.0040519,           0.0040519
                 425,            0.026637,           0.0080481,           0.0029508,             0.90405,             0.62075,             0.67423,             0.36931,            0.035414,           0.0076316,           0.0085604,           0.0040328,           0.0040328,           0.0040328
                 426,             0.02585,           0.0077436,           0.0030664,             0.89159,             0.62378,             0.67113,             0.36705,            0.035317,           0.0076124,           0.0082795,           0.0040137,           0.0040137,           0.0040137
                 427,            0.027211,           0.0075026,           0.0033994,             0.88594,             0.62198,             0.67208,             0.37047,            0.035314,           0.0076138,           0.0081936,           0.0039947,           0.0039947,           0.0039947
                 428,            0.026987,           0.0081904,           0.0033001,             0.89078,              0.6134,             0.66913,             0.37024,             0.03539,           0.0075927,           0.0080877,           0.0039757,           0.0039757,           0.0039757
                 429,            0.027128,           0.0078744,           0.0031148,             0.90204,             0.61166,             0.67036,             0.36913,            0.035565,            0.007585,           0.0078163,           0.0039567,           0.0039567,           0.0039567
                 430,            0.026909,            0.007682,           0.0027049,             0.86641,             0.63864,             0.67436,             0.37202,            0.035682,           0.0075705,           0.0079808,           0.0039377,           0.0039377,           0.0039377
                 431,            0.026268,            0.007947,           0.0027696,             0.88432,             0.62703,             0.67233,             0.37389,            0.035675,           0.0075726,           0.0079936,           0.0039188,           0.0039188,           0.0039188
                 432,            0.026101,           0.0078518,           0.0033761,              0.8743,             0.63532,             0.66992,             0.37387,            0.035641,            0.007613,           0.0078876,           0.0038999,           0.0038999,           0.0038999
                 433,             0.02664,           0.0079288,            0.002667,             0.87676,             0.63231,             0.67011,             0.37314,            0.035655,           0.0076427,           0.0080543,           0.0038811,           0.0038811,           0.0038811
                 434,            0.026498,           0.0076768,           0.0030957,             0.87586,             0.63397,             0.66933,             0.37405,            0.035592,           0.0076591,           0.0080834,           0.0038622,           0.0038622,           0.0038622
                 435,            0.026184,             0.00749,           0.0029594,             0.86431,             0.63898,             0.66701,             0.37411,            0.035572,           0.0076947,           0.0081681,           0.0038434,           0.0038434,           0.0038434
                 436,             0.02613,           0.0077918,           0.0029729,             0.86619,             0.63547,              0.6662,             0.37289,            0.035642,           0.0077128,           0.0083029,           0.0038247,           0.0038247,           0.0038247
                 437,            0.026614,           0.0080063,           0.0031919,             0.90671,             0.59979,             0.66656,              0.3717,            0.035641,           0.0078005,           0.0086845,            0.003806,            0.003806,            0.003806
                 438,            0.025556,           0.0077959,           0.0023952,             0.87377,               0.628,             0.66459,             0.37285,             0.03565,           0.0078243,           0.0084489,           0.0037873,           0.0037873,           0.0037873
                 439,            0.026074,            0.007931,           0.0030664,             0.89088,             0.62051,             0.67096,             0.37204,            0.035622,           0.0078257,           0.0083708,           0.0037686,           0.0037686,           0.0037686
                 440,            0.026365,           0.0078035,           0.0028764,             0.88925,             0.62436,             0.67095,             0.37253,            0.035552,           0.0077911,           0.0082876,             0.00375,             0.00375,             0.00375
                 441,            0.026084,           0.0076641,           0.0024358,             0.89471,              0.6123,              0.6663,             0.37356,            0.035439,           0.0077464,            0.008179,           0.0037314,           0.0037314,           0.0037314
                 442,            0.026175,           0.0080111,           0.0026217,             0.90616,             0.60125,             0.66477,             0.37336,            0.035366,           0.0077414,           0.0081161,           0.0037128,           0.0037128,           0.0037128
                 443,            0.026324,           0.0075614,           0.0030662,             0.88555,             0.62182,             0.67179,             0.37469,            0.035342,           0.0077258,           0.0080542,           0.0036943,           0.0036943,           0.0036943
                 444,            0.026364,           0.0080295,           0.0031071,             0.88361,             0.62453,             0.66996,             0.37062,            0.035321,           0.0077439,           0.0081671,           0.0036758,           0.0036758,           0.0036758
                 445,             0.02548,           0.0077374,           0.0025909,             0.88332,             0.62965,             0.67118,             0.37234,            0.035269,           0.0077563,           0.0081389,           0.0036574,           0.0036574,           0.0036574
                 446,            0.025996,           0.0077074,           0.0027717,             0.88385,             0.63219,             0.67437,             0.37229,            0.035279,           0.0077711,           0.0080856,            0.003639,            0.003639,            0.003639
                 447,            0.025335,           0.0078598,           0.0026683,             0.87312,             0.63704,             0.67384,             0.37274,            0.035273,           0.0078065,           0.0082095,           0.0036206,           0.0036206,           0.0036206
                 448,            0.026077,           0.0077133,           0.0028462,              0.8832,             0.62561,              0.6725,             0.37098,            0.035195,           0.0077826,           0.0081798,           0.0036023,           0.0036023,           0.0036023
                 449,            0.026134,           0.0074912,           0.0026175,             0.88379,             0.62764,             0.66962,              0.3725,             0.03507,            0.007732,           0.0082556,            0.003584,            0.003584,            0.003584
                 450,            0.026213,           0.0079782,           0.0027857,             0.88329,             0.62968,             0.67233,             0.37341,            0.035096,           0.0077283,           0.0082834,           0.0035657,           0.0035657,           0.0035657
                 451,            0.025459,           0.0078271,           0.0026673,             0.88898,             0.62576,             0.67412,             0.37314,            0.035138,           0.0077076,           0.0081265,           0.0035475,           0.0035475,           0.0035475
                 452,            0.025755,           0.0078107,           0.0028553,             0.89445,             0.62378,             0.67452,             0.37538,            0.035146,           0.0076992,           0.0081693,           0.0035293,           0.0035293,           0.0035293
                 453,            0.026183,           0.0079824,           0.0029516,             0.89266,             0.63212,             0.67929,             0.37583,            0.035124,           0.0076996,           0.0080917,           0.0035112,           0.0035112,           0.0035112
                 454,            0.026389,           0.0076005,           0.0034368,             0.89586,             0.62614,             0.67733,             0.37673,            0.035245,           0.0077212,           0.0081799,           0.0034931,           0.0034931,           0.0034931
                 455,            0.026744,            0.008091,           0.0033004,               0.884,             0.63316,              0.6758,             0.37804,            0.035318,           0.0077042,            0.008028,           0.0034751,           0.0034751,           0.0034751
                 456,            0.025959,           0.0080555,            0.002966,             0.88239,             0.63452,             0.67808,             0.37622,            0.035378,             0.00769,           0.0078757,            0.003457,            0.003457,            0.003457
                 457,            0.025631,           0.0076506,           0.0028184,             0.89852,             0.62529,             0.67958,              0.3771,            0.035444,           0.0076941,           0.0080028,           0.0034391,           0.0034391,           0.0034391
                 458,             0.02662,           0.0078077,           0.0032852,             0.89783,             0.62625,             0.67898,             0.37581,            0.035375,             0.00767,           0.0079837,           0.0034211,           0.0034211,           0.0034211
                 459,            0.025652,           0.0073913,           0.0026354,             0.88359,             0.63092,             0.67323,             0.37491,            0.035343,           0.0076743,           0.0083651,           0.0034032,           0.0034032,           0.0034032
                 460,            0.025268,           0.0073028,           0.0025452,             0.88457,             0.63307,             0.67114,             0.37421,            0.035318,           0.0076736,           0.0084563,           0.0033854,           0.0033854,           0.0033854
                 461,            0.025547,           0.0077992,           0.0028084,             0.88384,             0.63168,             0.66981,             0.37301,            0.035351,           0.0077017,           0.0085668,           0.0033676,           0.0033676,           0.0033676
                 462,            0.025719,           0.0075394,           0.0033126,             0.88644,             0.63104,             0.67131,             0.37339,            0.035412,            0.007712,           0.0085851,           0.0033498,           0.0033498,           0.0033498
                 463,            0.025583,           0.0076351,           0.0027739,             0.88327,             0.62639,             0.66804,             0.37163,            0.035459,           0.0077197,           0.0085967,           0.0033321,           0.0033321,           0.0033321
                 464,            0.025553,           0.0077945,           0.0027289,             0.88923,              0.6339,             0.67286,             0.37239,             0.03555,           0.0077414,           0.0085291,           0.0033144,           0.0033144,           0.0033144
                 465,            0.025923,           0.0076963,           0.0025626,             0.90036,             0.62835,             0.67173,             0.37292,            0.035612,           0.0077575,           0.0085562,           0.0032968,           0.0032968,           0.0032968
                 466,            0.024828,           0.0073182,           0.0028119,             0.89529,             0.62892,             0.67126,              0.3757,            0.035527,           0.0077288,           0.0085437,           0.0032792,           0.0032792,           0.0032792
                 467,            0.025203,           0.0075999,           0.0027549,              0.8983,             0.62793,             0.67533,             0.37448,            0.035482,           0.0077314,           0.0086739,           0.0032617,           0.0032617,           0.0032617
                 468,            0.025818,           0.0080626,            0.002743,             0.89478,             0.63082,             0.67442,             0.37548,            0.035414,            0.007739,           0.0086262,           0.0032442,           0.0032442,           0.0032442
                 469,            0.025381,           0.0074108,           0.0026665,             0.89301,             0.63302,             0.67271,             0.37482,            0.035395,           0.0077654,           0.0086849,           0.0032267,           0.0032267,           0.0032267
                 470,            0.025063,           0.0075255,           0.0025876,             0.89498,             0.63075,             0.67107,              0.3757,             0.03541,           0.0077617,           0.0087578,           0.0032093,           0.0032093,           0.0032093
                 471,            0.024797,            0.007022,            0.002735,             0.89509,             0.62775,             0.66849,             0.37413,            0.035402,           0.0077853,           0.0086856,            0.003192,            0.003192,            0.003192
                 472,            0.024946,           0.0075361,           0.0026945,             0.88701,             0.62936,             0.66494,             0.37422,            0.035422,           0.0078009,            0.008599,           0.0031746,           0.0031746,           0.0031746
                 473,            0.026036,           0.0077851,           0.0031008,             0.90311,             0.62722,             0.67005,             0.37427,            0.035475,           0.0078271,           0.0087053,           0.0031574,           0.0031574,           0.0031574
                 474,            0.025364,           0.0078911,           0.0030574,             0.89271,             0.63857,             0.67087,             0.37396,            0.035475,           0.0078176,           0.0086835,           0.0031402,           0.0031402,           0.0031402
                 475,            0.025121,           0.0079515,           0.0026904,             0.89284,             0.63063,             0.66833,             0.37442,            0.035491,           0.0078524,           0.0087371,            0.003123,            0.003123,            0.003123
                 476,            0.025504,           0.0076377,           0.0025789,             0.89051,             0.63412,             0.66881,             0.37265,            0.035462,           0.0078373,           0.0087992,           0.0031059,           0.0031059,           0.0031059
                 477,            0.024952,            0.008001,            0.002783,              0.8937,             0.63185,             0.66882,             0.37178,            0.035456,           0.0078424,           0.0089129,           0.0030888,           0.0030888,           0.0030888
                 478,            0.025394,           0.0078159,            0.002981,             0.90738,             0.61334,             0.66926,             0.37202,            0.035432,           0.0078508,           0.0091851,           0.0030718,           0.0030718,           0.0030718
                 479,             0.02512,            0.007798,           0.0025398,             0.88711,             0.63168,             0.67029,             0.37205,            0.035435,           0.0078758,           0.0091156,           0.0030548,           0.0030548,           0.0030548
                 480,            0.025399,           0.0076163,           0.0026584,             0.89258,             0.62843,             0.67134,             0.37267,            0.035394,           0.0078695,           0.0091379,           0.0030378,           0.0030378,           0.0030378
                 481,            0.025503,           0.0076663,           0.0027555,             0.88911,             0.63104,             0.67146,             0.37249,            0.035333,           0.0078775,           0.0092421,            0.003021,            0.003021,            0.003021
